,vacancies,post_time,p_year_month,interview_time,content,word,成就感,學習成長,創新,薪資,福利,管理制度,工作氛圍,同事互動,主管風格,工作地點,公司規模,工作環境,產業前景,輪調,外派,出差,引擎,馬力,避震,外觀,操控,安全,堅固,配備,價錢,科技,品質,折舊,品牌,空間,保養,續航,尺寸,車種,驅動,變速箱,電資,機械,製造,車輛工程,品管,多元性,企業社會責任,企業永續目標,面試,徵才,實習,工作,離職,轉職,新鮮人,畢業,出路,能力,招募人員,正向,負向
156,職員,2023.03.10,2023-03,2019.04,先由人資帶進辦公室，辦公室環境還蠻乾淨的，另一邊可以直達工廠生產線，外面會有很多貨櫃。主要由應徵單位主管面試，簡單的問答了不了解自行車產業，也會簡單講解公司集團之間的關係，時間半小時至一小時，氣氛算是輕鬆。為什麼離職？生涯規劃。如果有相關自行車經驗加分，英文能力（包含口說能力）好也很加分，有自信敢表達很重要。整體做好準備就不太會有問題,"['人資', '帶進', '辦公室', '辦公室', '環境', '乾淨', '直達', '工廠', '生產線', '外面', '貨櫃', '應徵', '單位', '主管', '面試', '簡單', '問答', '了不了', '自行車', '產業', '簡單', '講解', '公司', '集團', '之間', '關係', '時間', '小時', '小時', '氣氛', '輕鬆', '離職', '生涯', '規劃', '相關', '自行車', '經驗', '加分', '英文', '能力', '包含', '口說', '能力', '加分', '自信', '表達', '重要', '做好', '準備', '問題']",0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,2,6,168
157,韌體,2023.02.16,2023-02,2023.02,人資先面試，詢問罐頭面試題，遇到的困難為何？何事最具成就感？論文的內容與實作的經驗為何？主管也是詢問類似的問題，但主要強調實作的部分，並且一直說自己是global 的共公司，所以要學的東西很多，可能RD兼PM。薪水範圍？N*13.5+分紅約為16，但底薪不高。有愛再來這間公司吧，不然薪水真的是偏少，然後職務需要最很多與自身無關的事，需要十項全能的工具人，對腳踏車有愛的話歡迎加入,"['人資', '面試', '詢問', '罐頭面', '試題', '遇到', '困難', '具', '成就感', '論文', '內容', '實作', '經驗', '主管', '詢問', '類似', '問題', '強調', '實作', '一直', 'global', '共公司', '東西', 'RD', 'PM', '薪水', '範圍', 'N135', '分紅', '約為', '16', '底薪', '高', '愛', '公司', '吧不然', '薪水', '少', '職務', '需要', '無關', '需要', '全能', '工具人', '腳踏車', '愛', '歡迎', '加入']",1,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,2,189
158,國外業務管理師,2023.02.05,2023-02,2021.09,由人資先進行電話面談，簡單用英文自我介紹約3分鐘，後續由主管親自面談。主管面談過程約分為自我介紹、動機了解、想問的問題，建議自帶履歷，可以提供給主管參考，當時先針對過去的經歷做介紹，也分享了為何想要應徵此公司的動機，最後可以再針對產業的動態詢問公司未來的發展藍圖或是策略走向等。有沒有應徵同產業的其他公司？據實回答即可，我當時回答沒有，可以簡短說明為什麼。smart casual參加面試即可，主管親切，能夠像朋友般跟你聊天，我當時原本很緊張，後來越聊越開心，也可以跟主管分享自己的職涯規劃、對工作的期許等。,"['人資', '電話', '面談', '簡單', '英文', '自我介紹', '分鐘', '後續', '主管', '面談', '主管', '面談', '過程', '自我介紹', '動機', '解想', '問題', '建議', '履歷', '提供給', '主管', '參考', '過去', '經歷', '介紹', '分享', '應徵', '公司', '動機', '最後', '產業', '動態', '詢問', '公司', '未來', '發展', '藍圖', '策略', '走向', '應徵', '產業', '公司', '回答', '回答', '簡短', '說明', 'smartcasual', '參加', '面試', '主管', '親切', '能夠', '朋友', '般', '聊天', '緊張', '後來越', '聊', '開心', '主管', '分享', '職涯', '規劃', '工作', '期許']",0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,1,0,6,4,254
159,產線作業員,2023.01.25,2023-01,2020.02,一整年都在缺人的 面試就寫履歷 看作業環境(影片) 跟小學生的那種數學題ex:10X10=?。面試官算很好相處那種 面試過程不會有壓力 都固定中午前 可以直接到公司大樓面試 需要同意每天加班至少2H 跟配合禮拜6加班8H 含全勤36K~38K 環境就是熱 主管都是靠巴結或靠關係的那種 看你不爽就亂調職 有的禮拜天還要來上班 外勞都會逃逸的工廠。上一份工作離職原因？產業沒落 放無薪假。最好是別來浪費生命了  操得要死 海線居民都知道這間 出了名的 血汗工廠 也有過外勞因為過於勞累直接死在機台前的 暴斃那種 每天加班  有關係或會巴結的 跟米蟲一樣 沒有的都是操到死,"['缺', '面試', '履歷', '作業', '環境', '影片', '小學生', '數學', 'ex', 'X', '面試官', '相處', '面試', '過程', '壓力', '固定', '中午', '直接', '公司', '大樓', '面試', '需要', '同意', '加班', '至少', '2H', '配合', '禮拜', '加班', '8H', '全勤', '36', 'K', '38', 'K', '環境', '熱', '主管', '巴結', '關係', '不爽', '亂', '調', '職有', '禮拜天', '上班', '外勞', '逃逸', '工廠', '工作', '離職', '原因', '產業', '沒落', '放', '薪假', '浪費', '生命', '操', '死', '海線', '居民', '血汗', '工廠', '外勞', '勞累', '直接', '死', '機台', '暴斃', '加班', '關係', '巴結', '米蟲', '操', '死']",0,0,0,0,0,3,1,0,1,0,0,2,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,1,2,2,289
160,調度人員,2022.12.08,2022-12,2016.08,公司比較偏體力活，獎金依照績效達標會比例發放，需要早上晚上輪班，需要開小貨車，將腳踏車台上貨車上，一個月有一定數量要達成，負責區域不能有太多空爆站，現場協助民眾註冊以及協尋遺失物，或是遺失車部分都是工作職責內。住那裡？樹林。只要有心其實都可以來應徵，工作不難就是需要體力，如果是過渡期可以先來做做，如果是馬上有薪水也可以來這邊做,"['公司', '偏體', '力活', '獎金', '績效', '達標會', '比例', '發放', '需要', '早上', '晚上', '輪班', '需要', '貨車', '腳踏車台', '貨車', '數量', '達成', '負責', '區域', '空爆站', '現場', '協助', '民眾', '註冊', '協尋', '遺失物', '遺失車', '工作', '職責', '樹林', '有心', '應徵', '工作', '難', '需要', '體力', '過渡期', '做做', '薪水']",0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,165
161,正職門市人員,2022.12.06,2022-12,2022.12,面試是在淡水家樂福裡面，首先自我介紹，店長開始會介紹環境、公司福利制度，會有業績獎金，以及考取到證照每個月也會有加錢，由於是在大型賣場裡面，所以客人非常多，也解釋到要對腳踏車專業知識度要加強，感覺沒有專屬的辦公室。有沒有在運動?？照實回答。為什麼會來應徵我們公司?？因為自己有在運動，對運動產業有興趣，想要增加在這方面的專業知識。面試過程很簡單，基本上照實回答就好，但他們很強調運動，所以可能會問你運動方面的問題，差不多就是這樣!,"['面試', '淡水', '樂', '自我介紹', '店長', '介紹', '環境', '公司', '福利', '制度', '業績', '獎金', '考取到', '證照', '加', '錢', '大型', '賣場', '客人', '解釋到', '腳踏車', '專業', '知識', '加強', '感覺', '專屬', '辦公室', '運動', '照實', '回答', '應徵', '公司', '運動', '運動', '產業', '有興趣', '增加', '方面', '專業', '知識', '面試', '過程', '簡單', '照實', '回答', '強調', '運動', '運動', '方面', '問題']",0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,5,216
162,採購人員,2022.11.29,2022-11,2022.11,第一部分有進行簡易的智力測驗筆試，之後就是先跟人資面試，會問你先前的經歷及職涯考量等，可以照自己想法回答。再來就是跟主管的面試，有進行一些壓力測試，例如當客人執意要優惠時，你會怎麼答覆，再來就是說明工作內容等。為什麼會想來我們公司？依個人情形回答。會問一些家庭交友問題？這部分我認為是他們想找長期穩定的人員，所以也會多了解你的背景。先前的工作內容？依個人情況回答。可以多往製造業這個面向去準備，有被問到在入職前後要怎麼多去了解商品，主管在意的是零件之間的組合，不是客戶使用這部分要注意一下,"['簡易', '智力', '測驗', '筆試', '人資', '面試', '先前', '經歷', '職涯', '考量', '想法', '回答', '再來', '主管', '面試', '壓力', '測試', '客人', '執意', '優', '惠', '時', '答覆', '說明', '工作', '內容', '公司', '情形', '回答', '家庭', '交友', '問題', '認為', '長期', '穩定', '人員', '背景', '先前', '工作', '內容', '情況', '回答', '製造', '面向', '準備', '問到', '入職', '怎麼多', '商品', '主管', '在意', '零件', '之間', '組合', '客戶', '使用', '注意']",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,3,1,243
163,作業員,2022.11.16,2022-11,2020.1,有簡單對答了解問題，最後也有一疊試卷需要你填寫，也會跟你聊天跟詢問是否接受加班，加班時數有多少可以選擇，也有主動說工作內容，對方也很友善跟客氣讓人不緊張，面試大概半小時結束，之後有收到offer顯示錄取跟要求體檢的問題。加班與否？可以配合一下。有加班的話會更好錄取，有簡單的計算題需要對答也有英文能力的簡單測驗需要作答還會跟人資聊一下天，可以多準備一下內容,"['簡單', '對答', '問題', '最後', '疊', '試卷', '需要', '填寫', '聊天', '詢問', '接受', '加班', '加班', '時數', '選擇', '主動', '工作', '內容', '友善', '客氣', '緊張', '面試', '小時', '收到', 'offer', '顯示', '錄取', '要求', '體檢', '問題', '加班', '配合', '加班', '錄取', '簡單', '計算題', '需要', '對答', '英文', '能力', '簡單', '測驗', '需要', '作答', '人資', '聊', '準備', '內容']",0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,6,177
164,職員,2022.11.14,2022-11,2022.11,基本上一進去，就是先填上基本資料，之後主管來幫妳面試，整個面試過程，開始問說，妳有預計理想薪水嗎？開始一整個畫大餅的對話，結果迪卡上一堆人有投資都受騙了，而且面試過程，連工作內容都講的不清不楚，只會說一堆故事，目的就是挖一個洞讓妳跳進去，說工作內容，我們之後還要開店，需要找地段什麼你們需要做的協助找店面，我心裡想這已經像是業務性質了吧！傻眼無限可及，重點應徵是，行政助理欸，。簡單來說就是掛羊頭賣狗肉。畫大餅？陪他演戲啊。水很深，根本就是詐騙手法行為。連工作內容都說的不清楚，講一堆開店過程。啊說到底乾我屁事嗎？迪卡上也出現一堆負評。洗腦別人投資什麼的詐騙手法,"['填上', '資料', '主管', '面試', '面試', '過程', '預計', '理想', '薪水', '大餅', '對話', '迪卡', '投資', '受騙', '面試', '過程', '工作', '內容', '不清不楚', '故事', '目的', '挖', '洞', '跳進去', '工作', '內容', '開店', '需要', '地段', '需要', '協助', '店面', '心', '像是', '業務', '性質', '吧傻眼', '無限', '重點', '應徵', '行政', '助理', '欸', '簡單', '掛羊頭賣狗肉', '大餅', '陪', '演戲', '深', '根本', '詐騙', '手法', '行為', '工作', '內容', '清楚', '開店', '過程', '乾', '屁事', '迪卡', '出現', '負評', '洗腦', '投資', '詐騙', '手法']",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,1,3,283
165,R&D,2022.10.24,2022-10,2014.04,第一面：先與國外部門主管做自我介紹、經歷對談，以及解釋目前工作內容。第二面：與人資還有台灣主管做自我介紹、經歷對談，解釋福利規範以及詳細工作內容，協作部門等等。兩次面試大約各一個半小時左右，工作環境在辦公室中，還算整潔乾淨有秩序。人生最特別的經歷，以及最挫折的事？照實回答，挫折的事需要提出具體當時如何解決。需有相關專業、最好喜歡自行車運動，因為很多產品會需要做field test來確認功能性能等等，因為是跨國企業所以英文即使不好，也要表現出對英文會積極學習跟參與意見發表等心態,"['一面', '國外', '部門', '主管', '自我介紹', '經歷', '對談', '解釋', '工作', '內容', '二面', '人資', '台灣', '主管', '自我介紹', '經歷', '對談', '解釋', '福利', '規範', '詳細', '工作', '內容', '協作', '部門', '面試', '小時', '工作環境', '辦公室', '整潔', '乾淨', '秩序', '人生', '特別', '經歷', '挫折', '照實', '回答', '挫折', '需要', '提出', '具體', '解決', '需', '相關', '專業', '喜歡', '自行車', '運動', '產品', '需要', 'fieldtest', '確認', '功能', '性能', '跨國企業', '英文', '不好', '表現出', '英文', '積極', '學習', '參與', '意見', '發表', '心態']",0,1,0,0,1,0,0,1,2,0,1,2,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,1,3,6,240
166,工程師,2022.10.18,2022-10,2022.1,主管和人資會一起面試，面試下來還算愉快的，並不會感到有壓力，雖然面試前沒有說要用英文面試，但是在過程中會叫你用英文面試，不會很難，只要勇於開口講兩三句就可以了。二面會再和更上層的長官面試，主管和人資會一起在面一次，但是主要都是和長官交談。總體來說是愉快的。為什麼想要應徵這個職位？依照自己程度照實回答就可以。最好是準備一小段的英文介紹，有被要求是否可以用英文交談，當下因為太緊張所以只有說幾句而已，只要有說就可以了，不需要太過攏長。,"['主管', '人資', '面試', '面試', '下來', '愉快', '感到', '壓力', '面試', '英文', '面試', '過程', '英文', '面試', '難', '勇於', '開口', '二面', '長官', '面試', '主管', '人資', '長官', '交談', '總體', '愉快', '應徵', '職位', '程度', '照實', '回答', '準備', '英文', '介紹', '要求', '英文', '交談', '緊張', '需要', '太過', '攏長']",0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,4,3,216
167,IE工程師,2023.03.14,2023-03,2021.12,依開始有一位男人資會先進入房間，表示主管還在會議中先跟我聊天，用算蠻輕鬆的方式挖隱私，很有經驗的人資。後來開始有部門的人一直加入，完全不知道哪位是主管或同事，感覺整個部門的人都進聊天室，而且也沒人介紹分別是誰也不開鏡頭，就開始一直針對你的回答挑語病，覺得很不尊重面試者，很像找同事一起進來看笑話，有時講完話或是聊到後面沒問題後就鴉雀無聲，有人連發言都沒有就一直潛水在裡面，整體感受很不好。為何要轉職？照實回答。之前工作在做什麼？清楚描述，會針對你的回答來考你。裡面的人聽起來工作經驗都很久，算是穩定的公司，但對求職者相對不友善。也許可以請加入的人介紹或是開鏡頭，,"['男', '人資', '進入', '房間', '表示', '主管', '會議', '聊天', '輕鬆', '方式', '挖', '隱私', '經驗', '人資', '部門', '一直', '加入', '完全', '主管', '同事', '感覺', '部門', '聊天室', '介紹', '鏡頭', '一直', '回答', '挑語病', '尊重', '面試', '同事', '講完', '聊到', '後面', '問題', '鴉雀無聲', '發言', '一直', '潛水', '感受', '不好', '轉職', '照實', '回答', '工作', '清楚', '描述', '回答', '聽起來', '工作經驗', '穩定', '公司', '求職', '相對', '不友善', '也許', '加入', '介紹', '鏡頭']",0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0,0,0,0,4,5,278
