,Unnamed: 0,company_name,vacancies,post_time,interview_time,rank,status,difficult,process,question,suggestion
101,101,裕隆集團_裕隆汽車製造股份有限公司,職員,2021.05.07,2018.01,4,未錄取,普通,"當天非常和樂
人員...","[{'Q': '自我介紹', 'A': '我用中英文自我介紹了...'}]",
102,102,裕隆集團_裕隆汽車製造股份有限公司,IE工程師,2021.05.05,2020.11,4,錄取,普通,裕隆面試基本上都是上...,"[{'Q': '上一份工作是做生管，會有需要管理效率嗎?', 'A': '沒有，在上一份工作是...'}]",
103,103,裕隆集團_裕隆汽車製造股份有限公司,財務,2021.04.27,2021.04,4,等待中,普通,1.有專業科目筆試跟...,"[{'Q': '自我介紹', 'A': '學經歷/工作經驗/應...'}]",
104,104,裕隆集團_裕隆汽車製造股份有限公司,.NET軟體工程師,2021.04.22,2021.04,4,未錄取,普通,會先進行筆試。考基本...,"[{'Q': '過去的工作經驗', 'A': '如實回答'}]",
105,105,裕隆集團_裕隆汽車製造股份有限公司,服務廠行政助理,2021.04.20,2021.04,1,錄取,簡單,面試人是維修廠的廠長...,"[{'Q': '你願意考汽車駕照嗎', 'A': '如實回答'}]",
106,106,裕隆集團_裕隆汽車製造股份有限公司,財務管理師,2021.04.13,2021.04,3,等待中,普通,面試過程偏長，大約三...,"[{'Q': '履歷上的內容', 'A': '照實回答'}]",
107,107,裕隆集團_裕隆汽車製造股份有限公司,車身生技工程師,2021.03.26,2021.03,3,未錄取,普通,面試當天有部門經理、...,"[{'Q': '說明為何會開此薪水', 'A': '因為我有三年職場經驗...'}]",
108,108,裕隆集團_裕隆汽車製造股份有限公司,業務助理,2021.03.21,2018.1,2,錄取,低,面試過程其實經理不太...,"[{'Q': '你住哪', 'A': '照實回答'}]",
109,109,裕隆集團_裕隆汽車製造股份有限公司,工程師,2021.03.10,2019.01,4,錄取,簡單,主管會說明部門執掌業...,"[{'Q': '為什麼想來裕隆工作', 'A': '想轉換到汽車產業加上...'}]",
110,110,裕隆集團_裕隆汽車製造股份有限公司,暑期實習生,2021.03.02,2020.06,4,未錄取,高,從報名者中篩選約20...,"[{'Q': '用一句話形容公司', 'A': '看個人'}]",
111,111,裕隆集團_裕隆汽車製造股份有限公司,工程師,2021.02.23,2021.01,5,錄取,低,人資主動聯繫我是否願...,"[{'Q': '1.自我介紹 2.過去遇到的挫折與如何克服 3.為何從離開上一份工作 4.什麼樣的條件下你會選擇離職', 'A': '1. 簡單自我介紹\n...'}]",
112,112,裕隆集團_裕隆汽車製造股份有限公司,採購,2021.01.12,2020.09,2,未錄取,普通,需進行英語能力測驗及...,"[{'Q': '研究所的論文專題', 'A': '由於我在美國念的研究...'}]",
113,113,裕隆集團_裕隆汽車製造股份有限公司,採購,2020.12.31,2020.1,4,錄取,高,先考多益，需達600...,"[{'Q': '為何投遞採購?', 'A': '說明自己的人格特質，...'}]",
114,114,裕隆集團_裕隆汽車製造股份有限公司,採購工程師,2020.12.21,2020.11,3,未錄取,高,"面試分為四個階段
...","[{'Q': '請問採購工程師除了我們一般認知的需與供應商議價、督促等，還有甚麼是我沒有敘述到的？', 'A': '大致上就是我們認知到...'}]",
115,115,裕隆集團_裕隆汽車製造股份有限公司,IE工程師,2020.12.01,2020.11,3,未錄取,普通,"1.有提供宿舍。
...","[{'Q': '工作經歷', 'A': '1.生產線佈置\n2...'}]",
116,116,裕隆集團_裕隆汽車製造股份有限公司,管理師,2020.11.06,2018.1,4,錄取,普通,人資很親切，會針對家...,"[{'Q': '過去的工作經歷如何apply到這個職缺？', 'A': '預算管理方向以及財務...'}]",
117,117,裕隆集團_裕隆汽車製造股份有限公司,Marketing,2020.11.01,2020.02,3,未錄取,高,一對多面試，多位主管...,"[{'Q': '最右成就的專案', 'A': '舉前一份工作的專案按...'}]",
118,118,裕隆集團_裕隆汽車製造股份有限公司,職員,2020.10.15,2020.08,3,未錄取,低,採用視訊面試 先與人...,"[{'Q': '你對這份工作有什麼了解', 'A': '如實反映'}]",
119,119,裕隆集團_裕隆汽車製造股份有限公司,人資,2020.09.23,2020.09,4,未錄取,高,公司很大，有補助車馬...,"[{'Q': '對於此次招募流程有什麼要建議', 'A': '三位主管的問題都不會...'}]",
120,120,裕隆集團_裕隆汽車製造股份有限公司,職員,2020.09.17,2020.03,2,未錄取,普通,公司環境不錯 面試小...,"[{'Q': '談談你的碩論', 'A': '需熟悉自己碩論內容'}]",
121,121,裕隆集團_裕隆汽車製造股份有限公司,.NET程式設計師,2020.09.15,2020.09,4,等待中,普通,面試時間約為2.5小...,"[{'Q': '依照履歷及個人經驗提問', 'A': '如何自學程式語言?\n...'}]",
122,122,裕隆集團_裕隆汽車製造股份有限公司,銷售顧問,2020.09.04,2020.01,3,未錄取,普通,來電邀約面試，經理先...,"[{'Q': '有朋友也賣車嗎', 'A': '有'}]",
123,123,裕隆集團_裕隆汽車製造股份有限公司,汽車銷售顧問,2020.08.28,2020.08,4,等待中,普通,主管會把工作內容，抽...,"[{'Q': '考證照，公司有補助嗎?', 'A': '進去上班兩個月內要考...'}]",
124,124,裕隆集團_裕隆汽車製造股份有限公司,數位化整合工程師/.net資訊管理工程師,2020.08.16,2020.08,4,未錄取,普通,"1.福利很好,保16...","[{'Q': '針對筆試上面寫的題目及你的回答來問問題', 'A': '好好想,好好回答'}]",
125,125,裕隆集團_裕隆汽車製造股份有限公司,車輛內外裝研發工程師,2020.08.04,2020.04,3,錄取,普通,先做英文測驗，很像多...,"[{'Q': '論文內容跟力學無關，怎麼能勝任?', 'A': '其他同學都是研究力學...'}]",
126,126,裕隆集團_裕隆汽車製造股份有限公司,業務,2020.07.16,2020.06,3,錄取,低,經理會問很多多問題，...,"[{'Q': '為何選擇裕隆', 'A': '因為家裡開裕隆的車子'}]",
127,127,裕隆集團_裕隆汽車製造股份有限公司,品質工程師,2020.07.02,2020.03,3,未錄取,普通,電腦上機測驗適性及英...,"[{'Q': '為何投品質工程師?', 'A': '真對車輛相關工作具感...'}]",
128,128,裕隆集團_裕隆汽車製造股份有限公司,會計專員,2020.06.16,2020.05,3,等待中,普通,從10點開始，先考英...,"[{'Q': '自我介紹', 'A': '自信、多說點專業經驗'}]",
129,129,裕隆集團_裕隆汽車製造股份有限公司,工程師,2020.06.09,2015.06,3,錄取,低,總共有二面，一次完成...,"[{'Q': '哪裡人，會什麼，什麼科系', 'A': '著實回答即可'}]",
130,130,裕隆集團_裕隆汽車製造股份有限公司,人資專員,2020.06.02,2020.04,3,未錄取,普通,"1.性向測驗
2.人...","[{'Q': '依求職者角度來看，本公司的招募流程有什麼可以改善的地方?', 'A': '依自己的參與經驗回答...'}]",
131,131,裕隆集團_裕隆汽車製造股份有限公司,財務人員,2020.04.20,2018.1,5,錄取,高,公司環境比較舊，面試...,"[{'Q': '對集團的了解', 'A': '參考官網'}]",
132,132,裕隆集團_裕隆汽車製造股份有限公司,品質工程師,2020.04.17,2020.03,3,等待中,低,,[],
133,133,裕隆集團_裕隆汽車製造股份有限公司,車用電子品質工程師,2020.03.30,2019.1,3,未錄取,低,一開始有幾個測驗要寫...,"[{'Q': '對於裕隆汽車有多少了解', 'A': '由於在面試前已經將裕...'}]",
134,134,裕隆集團_裕隆汽車製造股份有限公司,機械工程師,2020.03.18,2018.1,3,錄取,低,,[],
135,135,裕隆集團_裕隆汽車製造股份有限公司,財務管理師,2020.03.04,2020.02,3,未錄取,低,公司廠區相當大，人資...,"[{'Q': '自我介紹', 'A': '學歷工作經驗/社團經...'}]",
136,136,裕隆集團_裕隆汽車製造股份有限公司,機械工程師,2020.02.25,2020.02,4,錄取,低,公司佔地廣大，到了門...,"[{'Q': '自我介紹', 'A': '面試基礎包，最重要的...'}]",
137,137,裕隆集團_裕隆汽車製造股份有限公司,工程師,2020.02.17,2016.07,3,錄取,普通,先考英文，英文高於5...,"[{'Q': '問了跟電動車相關的問題', 'A': '照自己的經驗回答，若...'}]",
138,138,裕隆集團_裕隆汽車製造股份有限公司,IE工程師,2020.02.04,2012.08,3,錄取,普通,兩位科長一同面試，無...,"[{'Q': '對裕隆了解多少', 'A': '國內汽車產業，代工N...'}]",
139,139,裕隆集團_裕隆汽車製造股份有限公司,專案經理,2020.02.03,2019.01,2,無聲卡,高,面試要考英文跟智力測...,"[{'Q': '專案管理最重要的是什麼', 'A': '掌控時程、成本和品質...'}]",
140,140,裕隆集團_裕隆汽車製造股份有限公司,機電整合,2019.12.29,2015.07,3,錄取,簡單,"像聊天一樣, 面談前...","[{'Q': '哪間學校畢業', 'A': '照實已告'}]",
141,141,裕隆集團_裕隆汽車製造股份有限公司,人力資源管理師,2019.11.03,2019.11,5,未錄取,低,一開始會先做英文測驗...,"[{'Q': '為什麼選擇我們公司', 'A': '我覺得從公司經營理念...'}]",
142,142,裕隆集團_裕隆汽車製造股份有限公司,資訊工程師,2019.10.14,2019.05,2,未錄取,低,由人資帶進去面談室，...,"[{'Q': '前一份工作內容', 'A': '如實回答'}]",
143,143,裕隆集團_裕隆汽車製造股份有限公司,工程師,2019.09.22,2019.04,4,無聲卡,低,傳統產業！薪資一般！...,"[{'Q': '前一工作離職原因', 'A': '想轉換跑道'}]",
144,144,裕隆集團_裕隆汽車製造股份有限公司,觀光工廠行銷規劃師,2019.09.05,2017.04,3,未錄取,低,需要做事前測驗，像是...,"[{'Q': '如何提升觀光工廠客流量？', 'A': '依照你寫的答案去做延...'}]",
145,145,裕隆集團_裕隆汽車製造股份有限公司,行政,2019.08.14,2019.06,3,未錄取,普通,"首先自我介紹
然後簡...","[{'Q': '為什麼想來我們公司', 'A': '（據實回答）'}]",
146,146,裕隆集團_裕隆汽車製造股份有限公司,引擎組裝員,2019.07.30,2014.02,3,錄取,普通,會有筆試跟面試，筆試...,"[{'Q': '問你有沒有證照，或是其他技能', 'A': '就照實回答，好運就分...'}]",
147,147,裕隆集團_裕隆汽車製造股份有限公司,生產技術,2019.07.23,2019.07,4,錄取,低,先做一些專業科目的筆...,"[{'Q': '個人資料問題', 'A': '據實回答'}]",
148,148,裕隆集團_裕隆汽車製造股份有限公司,倉管工程師,2019.07.17,2019.07,3,等待中,低,裕隆汽車(苗栗三義)...,"[{'Q': '基本題套餐', 'A': '104有面試基本問題...'}]",
149,149,裕隆集團_裕隆汽車製造股份有限公司,生物管理師,2019.07.14,2016.04,3,未錄取,低,公司地點為在三義地區...,"[{'Q': '之前有什麼社團經驗', 'A': '照實回答就好，最好有...'}]",
150,150,裕隆集團_裕隆汽車製造股份有限公司,MES工程師,2019.06.29,2019.05,4,錄取,普通,公司環境就是工廠，環...,"[{'Q': '對於這份工作你會做多久?', 'A': '儘量說出對這份工作的...'}]",
151,151,裕隆集團_裕隆汽車製造股份有限公司,品檢員,2019.05.22,2016.05,4,無聲卡,普通,"要會看工程視圖! 
...","[{'Q': '你為什麼要來應徵此份工作', 'A': '對此份工作有興趣'}]",
152,152,裕隆集團_裕隆汽車製造股份有限公司,電機品保工程師,2019.05.17,2015.04,2,未錄取,普通,,[],
153,153,裕隆集團_裕隆汽車製造股份有限公司,會計,2019.05.02,2014.12,3,未錄取,低,面試官是一位男性主管...,"[{'Q': '自我介紹', 'A': '如實回答'}]",
154,154,裕隆集團_裕隆汽車製造股份有限公司,品管工程師,2018.12.26,2018.1,1,無聲卡,簡單,整個過程不到10分鐘...,"[{'Q': '根本沒問', 'A': '整個過程不到10分鐘...'}]",
155,155,裕隆集團_裕隆汽車製造股份有限公司,INFINITI 服務助理,2018.11.28,2018.1,5,錄取,簡單,"面試官是廠長
先了解...","[{'Q': '會不會開車', 'A': '如實回答'}]",
156,156,裕隆集團_裕隆汽車製造股份有限公司,專案經理,2018.11.06,2017.04,3,無聲卡,低,,[],
157,157,裕隆集團_裕隆汽車製造股份有限公司,生產技術工程師,2018.10.29,2018.09,4,錄取,普通,若英文未達標(2年內...,"[{'Q': '問有沒有能力設計出一個省力裝置', 'A': '現在可能無法設計出一...'}]",
158,158,裕隆集團_裕隆汽車製造股份有限公司,數位行銷,2018.10.24,2012.06,1,未錄取,普通,一大早就報到，先寫測...,"[{'Q': '看不到你履歷有任何適合我們這工作的地方，你來做什麼？', 'A': '直接走人吧，別浪費生...'}]",
159,159,裕隆集團_裕隆汽車製造股份有限公司,機械工程師,2018.08.28,2012.01,4,錄取,普通,,[],
160,160,裕隆集團_裕隆汽車製造股份有限公司,經營管理,2018.07.31,2017.06,3,無聲卡,低,面試到總管理處及納智...,"[{'Q': '離職原因', 'A': '建議不要批評前公司'}]",
161,161,裕隆集團_裕隆汽車製造股份有限公司,財務會計管理師,2018.07.03,2018.06,4,未錄取,普通,上午會有英文筆試、專...,"[{'Q': '如果進來公司後3個月把你外派，可以接受？', 'A': '我是家中獨子，目前有...'}]",
162,162,裕隆集團_裕隆汽車製造股份有限公司,活動企劃人員,2018.06.27,2018.06,5,未錄取,高,"三義廠非常大,搭乘交...","[{'Q': '對裕隆的了解', 'A': '看過網路資料大概回答'}]",
163,163,裕隆集團_裕隆汽車製造股份有限公司,化工工程師,2018.04.25,2018.03,4,其他,簡單,人資人員十分親切,"[{'Q': '你覺得目前自己有什麼缺點嗎？', 'A': '依照個人確實的小缺點...'}]",
164,164,裕隆集團_裕隆汽車製造股份有限公司,財企部,2018.04.15,2018.04,4,錄取,簡單,公司氣氛良好,"[{'Q': '你遇到壓力時，會如何處理？', 'A': '說明自身特質，以及保...'}]",
165,165,裕隆集團_裕隆汽車製造股份有限公司,車輛品管工程師,2018.03.26,2018.03,2,等待中,簡單,面試過程冗長,"[{'Q': '你在工作期間，有遇過什麼挫折的事？如何調整？', 'A': '如何調整部分可以提一...'}]",
166,166,裕隆集團_裕隆汽車製造股份有限公司,人資助理,2018.03.25,2018.03,4,等待中,簡單,廠區很大，廠區內一般...,"[{'Q': '你為什麼選擇我們公司？', 'A': '裕隆是苗栗最大最久最...'}]",
167,167,裕隆集團_裕隆汽車製造股份有限公司,生物管,2017.09.28,2016.09,3,錄取,簡單,先筆試英文，再來測試...,"[{'Q': '是否配合出差', 'A': '可以配合短期出差'}]",
168,168,裕隆集團_裕隆汽車製造股份有限公司,業務,2017.09.27,2017.09,2,其他,簡單,簡單告訴你這是一份底...,"[{'Q': '很缺人，沒有特別問', 'A': '平常心面對'}]",
169,169,裕隆集團_裕隆汽車製造股份有限公司,國內業務主管,2017.06.09,2017.06,4,錄取,簡單,基本自我介紹、職務認...,"[{'Q': '對這份工作，覺得有哪些可遇到的困難？', 'A': '是否有開發名單?'}]",
170,170,裕隆集團_裕隆汽車製造股份有限公司,內裝設計工程師,2016.10.07,2014.06,4,其他,簡單,,"[{'Q': '你有什麼興趣喜好？', 'A': '建議提及汽車相關知識'}]",
